Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-042023,2018-09,09/05/2018 17:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2930,PALM ST,59, , ,2930,PALM,901895.6,1028775
18-042025,2018-09,09/05/2018 17:36,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,100,N 9TH ST,35, , ,100,9TH,907616.8,1017455
18-042053,2018-09,09/05/2018 17:45,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1,SCHNUCKS - LOUGHBOROUGH, ,1020,LOUGHBOROUGH,888369.9,991903
18-045609,2018-09,09/05/2018 17:51,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-042028,2018-09,09/05/2018 17:51,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-042094,2018-09,09/05/2018 18:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1002,CARR ST,62, , ,1002,CARR,908115.9,1020473
18-042119,2018-09,09/05/2018 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,801,COLE ST,62, , ,801,COLE,908655.9,1019992
18-042089,2018-09,09/05/2018 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1530,HOGAN ST,60, , ,1530,HOGAN,905601.8,1023290
18-042038,2018-09,09/05/2018 18:06,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5410,VIRGINIA AVE,1, , ,5410,VIRGINIA,892961.1,994936.1
18-042033,2018-09,09/05/2018 18:11,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2928,VIRGINIA AVE,25, , ,2928,VIRGINIA,895643,1008480
18-042040,2018-09,09/05/2018 18:40,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3914,MINNESOTA AVE,16, , ,3914,MINNESOTA,895617.1,1001936
18-042054,2018-09,09/05/2018 18:45,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - BURGER KING,932,LOUGHBOROUGH,888524.2,991611.8
18-042041,2018-09,09/05/2018 18:53,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4402,NATURAL BRIDGE AVE,56, , , , ,895263.6,1032809
18-042051,2018-09,09/05/2018 18:55,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,BELT AVE / WABADA AVE,50, ,SIDEWALK,2538,BURD,885750.8,1033812
18-042048,2018-09,09/05/2018 18:58,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,8421,N BROADWAY,74, , ,8421,BROADWAY,897208.3,1049517
18-042049,2018-09,09/05/2018 19:00,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,5843,GOENER AVE,5, ,2 FAMILY FLAT,5839,GOENER,884437,998577.5
18-042173,2018-09,09/05/2018 19:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3834,COTE BRILLIANTE AVE,59, , ,3834,COTE BRILLIANTE,897223,1026176
18-042047,2018-09,09/05/2018 19:00,Y, , ,1, , 51222,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,8300,CHURCH RD,74, ,LOCKED FRONT ENTRY TO MULTIPLE UNITS,8300,CHURCH,896546.3,1048531
18-042046,2018-09,09/05/2018 19:00,Y, , ,1, , 41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3625,MINNESOTA AVE,19, , ,3626,NEBRASKA,895719.9,1003831
18-042115,2018-09,09/05/2018 19:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,1818,GRAPE AVE,73, , , , ,891739.4,1051102
18-042039,2018-09,09/05/2018 19:05,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,ACADEMY AVE / MINERVA AVE,51, , , , ,887056.8,1029761
18-042045,2018-09,09/05/2018 19:15,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,0,DELOR ST / S GRAND BLVD,16, , , , ,891552.9,997605.5
18-042086,2018-09,09/05/2018 19:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3926,OREGON AVE,16, , ,3926,OREGON,896574.1,1001662
18-042132,2018-09,09/05/2018 19:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",1254,LYNFIELD PL,74, , ,1254,LYNFIELD,895261.9,1048263
18-042382,2018-09,09/05/2018 19:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",0,@FAIRGROUND PARK : XY(89964035,83,FAIRGROUND PARK, ,4251,SAN FRANCISCO,899640.4,1031431
18-042095,2018-09,09/05/2018 19:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,732,CARR ST,62, , ,732,CARR,909085.3,1020208
18-042120,2018-09,09/05/2018 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,319,S 4TH ST,35, , ,319,4TH,908625.1,1015638
18-042107,2018-09,09/05/2018 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,801,COLE ST,62, , ,801,COLE,908655.9,1019992
18-042142,2018-09,09/05/2018 20:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2729,MCNAIR AVE,22, , ,2034,SIDNEY,900441,1008441
18-042072,2018-09,09/05/2018 20:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1615,S BROADWAY,20,DB S SPORTS BAR, ,1615,BROADWAY,906070.9,1010922
18-042052,2018-09,09/05/2018 20:34,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-042060,2018-09,09/05/2018 21:00,Y, , ,1, , 43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,7300,PENNSYLVANIA AVE,2, , ,7300,PENNSYLVANIA,889896.8,989206.4
18-042152,2018-09,09/05/2018 21:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5855,SELBER CT,50, , ,5861,SELBER,884892.9,1038049
18-042062,2018-09,09/05/2018 21:25,Y, , ,1, , 36111,3,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2916,GRAVOIS AVE,30, ,@IMOS - GRAVOIS,2916,GRAVOIS,896983.6,1007837
18-042098,2018-09,09/05/2018 21:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2720,CHEROKEE ST,19, , ,2720,CHEROKEE,897785.9,1005248
18-042100,2018-09,09/05/2018 21:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1346,SAN JACINTO CT,44, , ,1346,SAN JACINTO,877735.2,1016972
18-042058,2018-09,09/05/2018 21:38,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,CHOUTEAU AVE / S LEONOR K SULL,20, , , , ,909369.4,1012916
18-042092,2018-09,09/05/2018 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7002,NOTTINGHAM PL,9, , ,7002,NOTTINGHAM,872664.2,1003357
18-042139,2018-09,09/05/2018 22:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2100,GRAVOIS AVE,22, , ,2100,GRAVOIS,900627.4,1009753
18-042091,2018-09,09/05/2018 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,800,OLIVE ST,35, , ,800,OLIVE,907992.6,1017744
18-042158,2018-09,09/05/2018 22:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3022,OSAGE ST,16, , ,3022,OSAGE,895481.7,1001378
18-042309,2018-09,09/05/2018 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,604,PINE ST,35,KIENER WEST GARAGE, ,604,PINE,908422.1,1017299
18-042233,2018-09,09/05/2018 22:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1206,SAN JACINTO CT,44, , ,1206,SAN JACINTO,877863.2,1017885
18-042139,2018-09,09/05/2018 22:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2100,GRAVOIS AVE,22, , ,2100,GRAVOIS,900627.4,1009753
18-042092,2018-09,09/05/2018 22:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7002,NOTTINGHAM PL,9, , ,7002,NOTTINGHAM,872664.2,1003357
18-042073,2018-09,09/05/2018 22:30,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,3014,ELLIOTT AVE,59, , , , ,901901.3,1027732
18-042096,2018-09,09/05/2018 22:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5315,SAVOY CT,49, , ,5315,SAVOY,884788.3,1026918
18-042064,2018-09,09/05/2018 22:36,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,UNKNOWN,0,MOSCOW MILLS MISSOURI, , , ,0,0
18-042067,2018-09,09/05/2018 22:55,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",418,S TUCKER BLVD,35, , , , ,906090.9,1016042
18-042103,2018-09,09/05/2018 23:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",421,S 10TH ST,35, , ,421,10TH,906905.9,1016099
18-042068,2018-09,09/05/2018 23:15,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5544,DR MARTIN LUTHER KING DR,78, , ,1620,UNION,884693.3,1032427
18-042070,2018-09,09/05/2018 23:20,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",825,RIVERTRAIL CT,74, ,APT 102,825,RIVERTRAIL,899089.5,1054057
18-042076,2018-09,09/05/2018 23:20,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,39,N EUCLID AVE,38,1764 RESTAURANT, ,39,EUCLID,888191,1022415
18-044696,2018-09,09/05/2018 23:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,825,RIVERTRAIL CT,74, , ,825,RIVERTRAIL,899089.5,1054057
18-042071,2018-09,09/05/2018 23:35,Y, , ,1, , 42011,2,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4195,MANCHESTER AVE,39,THE READY ROOM, ,4195,MANCHESTER,890408.5,1017367
18-042071,2018-09,09/05/2018 23:35,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4195,MANCHESTER AVE,39,THE READY ROOM, ,4195,MANCHESTER,890408.5,1017367
18-042741,2018-09,09/06/2018 00:01,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1351,SAN JACINTO CT,44, , ,1351,SAN JACINTO,877556.9,1016944
18-042179,2018-09,09/06/2018 00:02,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,732,CARR ST,62, , ,732,CARR,909085.3,1020208
18-042078,2018-09,09/06/2018 00:10,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,0,FARRAR ST / N FLORISSANT AVE,65, , , , ,904290.7,1029465
18-042077,2018-09,09/06/2018 00:15,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,ARSENAL ST / ROGER PL,15, , , , ,890990.9,1008803
18-042079,2018-09,09/06/2018 00:25,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5324,VIRGINIA AVE,1, , ,509,BATES,893098.5,995140.6
18-042074,2018-09,09/06/2018 00:27,Y, , ,1, ,250000,4,LOITERING-BEGGING,421,CHESTNUT ST,35, , ,421,CHESTNUT,909118.7,1016935
18-042123,2018-09,09/06/2018 00:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7709,VIRGINIA AVE,2, , ,7709,VIRGINIA,887942.1,988885.8
18-042102,2018-09,09/06/2018 00:40,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 14TH ST / CHESTNUT ST,36, , , , ,905667,1017981
18-042080,2018-09,09/06/2018 01:30,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,8516,TRAFFORD LN,73, , ,8516,TRAFFORD,891417.1,1049323
18-042081,2018-09,09/06/2018 01:50,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4249,MICHIGAN AVE,17, , ,4249,MICHIGAN,894746.1,999716.7
18-042081,2018-09,09/06/2018 01:50,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4249,MICHIGAN AVE,17, , ,4249,MICHIGAN,894746.1,999716.7
18-042084,2018-09,09/06/2018 02:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2044,LAFAYETTE AVE,32, , ,2044,LAFAYETTE,901375.8,1012444
18-042133,2018-09,09/06/2018 02:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3706,PHILLIPS PL,15, , ,3706,PHILLIPS,892492.5,1003525
18-042135,2018-09,09/06/2018 02:00,Y, , ,1, , 66701,5,LARCENY-BICYCLES UNDER $500,5750,PERSHING AVE,46, , ,5750,PERSHING,880676.1,1025044
18-042083,2018-09,09/06/2018 02:17,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,2826,N 14TH ST,63, ,IN THE REAR,2826,14TH,906522.9,1026418
18-042082,2018-09,09/06/2018 02:20,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4440,UNION BLVD,70,AMEREN UE, ,4440,UNION,890596,1038561
18-042475,2018-09,09/06/2018 02:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,315,N 9TH ST,35, , ,315,9TH,907779.2,1018012
18-042185,2018-09,09/06/2018 03:35,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4245,PAPIN ST,39, , ,4245,PAPIN,891244.6,1018621
18-042088,2018-09,09/06/2018 04:05,Y, , ,1, , 42012,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,209,GRAND,904588.8,1034757
18-044697,2018-09,09/06/2018 04:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
18-046198,2018-09,09/06/2018 04:26,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL, , ,892104.8,1022153
18-042087,2018-09,09/06/2018 04:27,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1005,CONVENTION PZ,35, , ,1005,CONVENTION,907803.4,1019347
18-042172,2018-09,09/06/2018 04:30,Y, , ,1, , 52230,4,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,3616,NATURAL BRIDGE AVE,59, , ,3616,NATURAL BRIDGE,900804.4,1029637
18-042090,2018-09,09/06/2018 04:35,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5065,LINDENWOOD AVE,14,RESIDENCE, ,5065,LINDENWOOD,883482.9,1004804
18-042130,2018-09,09/06/2018 06:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5954,ALPHA AVE,73, , ,5954,ALPHA,891570.2,1048701
18-042983,2018-09,09/06/2018 06:30,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8567,LOWELL ST,74, , ,8567,LOWELL,897800.3,1051009
18-042097,2018-09,09/06/2018 06:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / LACLEDE AVE,37, , , , ,896288.4,1019968
18-042895,2018-09,09/06/2018 06:40,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1522,N 18TH ST,60, , ,1522,18TH,905883.9,1023197
18-042140,2018-09,09/06/2018 06:50,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5142,WESTMINSTER PL,38, , ,5142,WESTMINSTER,886754.3,1025504
18-042188,2018-09,09/06/2018 07:30,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,857,HARLAN AVE,74, , ,857,HARLAN,896995.8,1051986
18-042763,2018-09,09/06/2018 08:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 7TH ST / CHESTNUT ST,35, , , , ,908242.7,1017204
18-042226,2018-09,09/06/2018 08:00,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,6951,ALABAMA AVE,1, , ,6951,ALABAMA,889050.1,991020.9
18-042106,2018-09,09/06/2018 08:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / HAMPTON AVE,4, , , , ,879097.3,994408.1
18-042141,2018-09,09/06/2018 08:30,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,5550,S GRAND BLVD,1,WALGREENS, ,5550,GRAND,890701.1,995885.1
18-042118,2018-09,09/06/2018 09:15,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3500,PENNSYLVANIA AVE,19, , ,3500,PENNSYLVANIA,896374.3,1004629
18-042129,2018-09,09/06/2018 09:20,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1000,S KINGSHIGHWAY BLVD,39, , , , ,887535.5,1018450
18-042124,2018-09,09/06/2018 09:48,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,721,N TUCKER BLVD,36,SHELL GAS STATION, ,721,TUCKER,906857.6,1019492
18-042223,2018-09,09/06/2018 10:00,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3961,SHENANDOAH AVE,27, , ,3916,SHENANDOAH,892141.6,1011255
18-042131,2018-09,09/06/2018 10:00,Y, , ,1, ,183999,6,DRUGS-SALE/OTHR UNSPEC DRUG,4407,CLARENCE AVE,68, , , , ,897390.8,1035636
18-042182,2018-09,09/06/2018 10:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2700,HENRIETTA ST,31, ,APT 418,2700,HENRIETTA,899085.4,1013180
18-042469,2018-09,09/06/2018 10:00,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,313,IRON ST,1, , ,313,IRON,891907.4,992334.8
18-044739,2018-09,09/06/2018 10:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4475,WEST PINE BLVD,38, , ,4475,WEST PINE,889531.4,1022421
18-042138,2018-09,09/06/2018 10:10,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3429,IOWA AVE,19, , ,3429,IOWA,897559,1004853
18-042136,2018-09,09/06/2018 10:20,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1301,OLIVE ST,36,ST. LOUIS PUBLIC LIBRARY MAIN BRANC,@LIBRARY- CENTRAL LIBRARY,1301,OLIVE,906059.7,1018613
18-042143,2018-09,09/06/2018 10:35,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3501,S GRAND BLVD,15, ,@TACO BELL - 3501 S GRAND,3501,GRAND,893356,1005075
18-042145,2018-09,09/06/2018 10:50,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,1,FINE ARTS DR,82, ,@ART MUSEUM,1,FINE ARTS,878856.8,1021748
18-042144,2018-09,09/06/2018 11:18,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,COLE ST,62, ,STREET/SIDEWALK, , ,909780.6,1019712
18-046841,2018-09,09/06/2018 11:40,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5515,NEOSHO ST,7, , ,5515,NEOSHO,880939.8,1002180
18-042157,2018-09,09/06/2018 11:45,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,5405,MICHIGAN AVE,1, , ,5405,MICHIGAN,893351.3,994732.6
18-042153,2018-09,09/06/2018 12:00,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1029,LASALLE PARK CT,34,LASALLE PARK APARTMENTS, , , ,905721.1,1013662
18-042153,2018-09,09/06/2018 12:00,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1029,LASALLE PARK CT,34,LASALLE PARK APARTMENTS, , , ,905721.1,1013662
18-042163,2018-09,09/06/2018 12:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1151,S KINGSHIGHWAY BLVD,40, , ,3415,BENT,887279.5,1017269
18-042372,2018-09,09/06/2018 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2833,VICTOR ST,24, , ,2832,VICTOR,897807.5,1010228
18-042506,2018-09,09/06/2018 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2633,ST VINCENT AVE,31, , ,2633,ST VINCENT,899780.1,1013923
18-042170,2018-09,09/06/2018 12:10,Y, , ,1, ,115200,5,FRAUD-STEALING BY DECEIT/UNDER $150,4900,LACLEDE AVE,38,BBQ SALOON, ,4900,LACLEDE,888055.6,1022028
18-042162,2018-09,09/06/2018 12:15,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3515,CLAY AVE,56, , , , ,897846.9,1030692
18-042159,2018-09,09/06/2018 12:20,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,930,N KINGSHIGHWAY BLVD,53, , , , ,888019.9,1027321
18-042156,2018-09,09/06/2018 12:24,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1908,N 9TH ST,64,9TH STREET TOWING AND STORAGE, ,1908,9TH,909318,1023977
18-042362,2018-09,09/06/2018 12:30,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3541,MISSOURI AVE,18, , ,3541,MISSOURI,899064.4,1003819
18-043304,2018-09,09/06/2018 12:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,S BROADWAY,35,STADIUM EAST SELF-PARK GARAGE, ,200,BROADWAY,908743.9,1016075
18-042235,2018-09,09/06/2018 13:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,@ARCH - SOUTH LEG : XY(9099370,35, , , , ,909937.1,1016130
18-042160,2018-09,09/06/2018 13:14,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2018,S JEFFERSON AVE,23, , ,2018,JEFFERSON,899836.4,1011594
18-042196,2018-09,09/06/2018 13:15,Y, , ,1, , 66601,3,"LARCENY-BICYCLES $500 - $24,999",3326,ARSENAL ST,25, , ,3326,ARSENAL,895195.9,1008107
18-042176,2018-09,09/06/2018 13:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,202,N 9TH ST,35, , , , ,907696.1,1017727
18-045856,2018-09,09/06/2018 13:35,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,1400,PENDLETON AVE,58, , ,1400,PENDLETON,893504.8,1027171
18-042178,2018-09,09/06/2018 13:59,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1250,OLIVE ST,36, , , , ,906213.2,1018426
18-042177,2018-09,09/06/2018 14:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5207,ZEALAND ST,66, , ,5207,ZEALAND,902925.2,1035331
18-042180,2018-09,09/06/2018 14:21,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4935,DAGGETT AVE,12,RIGAZZI S, ,4935,DAGGETT,886416.9,1013472
18-042186,2018-09,09/06/2018 14:40,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,323,N 8TH ST,35,METROLINK- 8TH & PINE, ,323,8TH,907999.4,1017767
18-042244,2018-09,09/06/2018 15:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,5140,RIVERVIEW BLVD,72, ,@NORTHWEST HIGH SCHOOL,5140,RIVERVIEW,889822,1044307
18-042283,2018-09,09/06/2018 15:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,931,WILMINGTON AVE,1, , ,931,WILMINGTON,890656.3,994564.4
18-042321,2018-09,09/06/2018 15:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1712,S 8TH ST,21, , ,1712,8TH,905462.5,1010952
18-042208,2018-09,09/06/2018 15:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3816,WISCONSIN AVE,18, , ,3816,WISCONSIN,899628.1,1002005
18-042184,2018-09,09/06/2018 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3708,S GRAND BLVD,67, ,LENA NAILS,3708,GRAND,893462.6,1003663
18-042209,2018-09,09/06/2018 15:22,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3822,S KINGSHIGHWAY BLVD,15, , ,3157,SUBLETTE,885417.5,1004487
18-042272,2018-09,09/06/2018 15:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,0,S 9TH ST / SOULARD PL,21, , , , ,905369.3,1011591
18-042190,2018-09,09/06/2018 15:45,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / SUBURBAN,53, , , , ,887924.5,1027327
18-042287,2018-09,09/06/2018 15:45,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1100,OHIO AVE,31, , ,1100,OHIO,899936.4,1015345
